176	1320664.7923	2254574.3096
177	1320664.7657	2254574.4060
178	1320664.7390	2254574.5023
179	1320664.7124	2254574.5987
180	1320664.6859	2254574.6952
181	1320664.6592	2254574.7915
182	1320664.6326	2254574.8879
183	1320664.6059	2254574.9843
184	1320664.5793	2254575.0807
185	1320664.5526	2254575.1771
186	1320664.5260	2254575.2735
187	1320664.4993	2254575.3699
188	1320664.4726	2254575.4662
189	1320664.4459	2254575.5626
190	1320664.4192	2254575.6590
191	1320664.3925	2254575.7554
192	1320664.3658	2254575.8517
193	1320664.3390	2254575.9481
194	1320664.3123	2254576.0444
195	1320664.2856	2254576.1408
196	1320664.2588	2254576.2372
197	1320664.2321	2254576.3335
198	1320664.2054	2254576.4299
199	1320664.1786	2254576.5262
200	1320664.1518	2254576.6226
201	1320664.1250	2254576.7189
202	1320664.0982	2254576.8153
203	1320664.0714	2254576.9116
204	1320664.0446	2254577.0080
205	1320664.0178	2254577.1043
206	1320663.9910	2254577.2007
207	1320663.9641	2254577.2970
208	1320663.9373	2254577.3933
209	1320663.9105	2254577.4897
210	1320663.8836	2254577.5860
211	1320663.8568	2254577.6823
212	1320663.8298	2254577.7786
213	1320663.8030	2254577.8750
214	1320663.7761	2254577.9713
215	1320663.7493	2254578.0676
216	1320663.7223	2254578.1639
217	1320663.6955	2254578.2603
218	1320663.6685	2254578.3566
219	1320663.6416	2254578.4529
220	1320663.6147	2254578.5492
221	1320663.5878	2254578.6455
222	1320663.5608	2254578.7418
223	1320663.5339	2254578.8381
224	1320663.5069	2254578.9344
225	1320663.4800	2254579.0307
226	1320663.4529	2254579.1270
227	1320663.4259	2254579.2233
228	1320663.3989	2254579.3196
229	1320663.3720	2254579.4159
230	1320663.3450	2254579.5122
231	1320663.3180	2254579.6085
232	1320663.2909	2254579.7047
233	1320663.2639	2254579.8010
234	1320663.2369	2254579.8973
235	1320663.2099	2254579.9936
236	1320663.1828	2254580.0899
237	1320663.1558	2254580.1862
238	1320663.1287	2254580.2824
239	1320663.1016	2254580.3787
240	1320663.0745	2254580.4750
241	1320663.0475	2254580.5712
242	1320663.0203	2254580.6675
243	1320662.9933	2254580.7638
244	1320662.9662	2254580.8600
245	1320662.9390	2254580.9563
246	1320662.9119	2254581.0525
247	1320662.8848	2254581.1488
248	1320662.8576	2254581.2450
249	1320662.8306	2254581.3413
250	1320662.8033	2254581.4375
251	1320662.7762	2254581.5338
252	1320662.7490	2254581.6300
253	1320662.7218	2254581.7263
254	1320662.6947	2254581.8225
255	1320662.6675	2254581.9188
256	1320662.6403	2254582.0150
257	1320662.6131	2254582.1112
258	1320662.5859	2254582.2075
259	1320662.5587	2254582.3037
260	1320662.5315	2254582.3999
261	1320662.5042	2254582.4962
262	1320662.4770	2254582.5924
263	1320662.4497	2254582.6886
264	1320662.4225	2254582.7848
265	1320662.3952	2254582.8810
266	1320662.3680	2254582.9773
267	1320662.3407	2254583.0735
268	1320662.3134	2254583.1697
269	1320662.2860	2254583.2659
270	1320662.2588	2254583.3621
271	1320662.2315	2254583.4583
272	1320662.2042	2254583.5545
273	1320662.1769	2254583.6507
274	1320662.1495	2254583.7469
275	1320662.1222	2254583.8431
276	1320662.0948	2254583.9393
277	1320662.0675	2254584.0355
278	1320662.0402	2254584.1317
279	1320662.0128	2254584.2279
280	1320661.9855	2254584.3241
281	1320661.9581	2254584.4203
282	1320661.9306	2254584.5164
283	1320661.9033	2254584.6126
284	1320661.8759	2254584.7088
285	1320661.8485	2254584.8050
286	1320661.8211	2254584.9012
287	1320661.7936	2254584.9973
288	1320661.7662	2254585.0935
289	1320661.7388	2254585.1897
290	1320661.7113	2254585.2858
291	1320661.6839	2254585.3820
292	1320661.6565	2254585.4782
293	1320661.6290	2254585.5743
294	1320661.6015	2254585.6705
295	1320661.5740	2254585.7666
296	1320661.5465	2254585.8628
297	1320661.5191	2254585.9590
298	1320661.4916	2254586.0551
299	1320661.4641	2254586.1513
300	1320661.4366	2254586.2474
301	1320661.4091	2254586.3436
302	1320661.3815	2254586.4397
303	1320661.3540	2254586.5359
304	1320661.3265	2254586.6320
305	1320661.2989	2254586.7281
306	1320661.2714	2254586.8243
307	1320661.2438	2254586.9204
308	1320661.2162	2254587.0165
309	1320661.1887	2254587.1127
310	1320661.1611	2254587.2088
311	1320661.1335	2254587.3049
312	1320661.1059	2254587.4010
313	1320661.0783	2254587.4972
314	1320661.0507	2254587.5933
315	1320661.0231	2254587.6894
316	1320660.9955	2254587.7855
317	1320660.9679	2254587.8817
318	1320660.9402	2254587.9778
319	1320660.9126	2254588.0739
320	1320660.8850	2254588.1700
321	1320660.8573	2254588.2661
322	1320660.8296	2254588.3622
323	1320660.8019	2254588.4583
324	1320660.7742	2254588.5544
325	1320660.7466	2254588.6505
326	1320660.7189	2254588.7466
327	1320660.6912	2254588.8427
328	1320660.6635	2254588.9388
329	1320660.6358	2254589.0349
330	1320660.6081	2254589.1310
331	1320660.5804	2254589.2271
332	1320660.5526	2254589.3232
333	1320660.5249	2254589.4192
334	1320660.4972	2254589.5153
335	1320660.4694	2254589.6114
336	1320660.4417	2254589.7075
337	1320660.4139	2254589.8036
338	1320660.3861	2254589.8996
339	1320660.3583	2254589.9957
340	1320660.3306	2254590.0918
341	1320660.3028	2254590.1879
342	1320660.2750	2254590.2839
343	1320660.2472	2254590.3800
344	1320660.2194	2254590.4761
345	1320660.1916	2254590.5721
346	1320660.1638	2254590.6682
347	1320660.1359	2254590.7642
348	1320660.1081	2254590.8603
349	1320660.0803	2254590.9564
350	1320660.0525	2254591.0524
351	1320660.0246	2254591.1485
352	1320659.9967	2254591.2445
353	1320659.9688	2254591.3406
354	1320659.9410	2254591.4366
355	1320659.9131	2254591.5327
356	1320659.8852	2254591.6287
357	1320659.8573	2254591.7247
358	1320659.8294	2254591.8208
359	1320659.8015	2254591.9168
360	1320659.7736	2254592.0129
361	1320659.7457	2254592.1089
362	1320659.7178	2254592.2049
363	1320659.6898	2254592.3009
364	1320659.6619	2254592.3970
365	1320659.6340	2254592.4930
366	1320659.6060	2254592.5890
367	1320659.5781	2254592.6851
368	1320659.5501	2254592.7811
369	1320659.5221	2254592.8771
370	1320659.4942	2254592.9731
371	1320659.4662	2254593.0691
372	1320659.4381	2254593.1651
373	1320659.4102	2254593.2612
374	1320659.3822	2254593.3572
375	1320659.3542	2254593.4532
376	1320659.3262	2254593.5492
377	1320659.2982	2254593.6452
378	1320659.2702	2254593.7412
379	1320659.2421	2254593.8372
380	1320659.2141	2254593.9332
381	1320659.1861	2254594.0292
382	1320659.1580	2254594.1252
383	1320659.1299	2254594.2212
384	1320659.1019	2254594.3172
385	1320659.0738	2254594.4132
386	1320659.0457	2254594.5092
387	1320659.0177	2254594.6051
388	1320658.9896	2254594.7011
389	1320658.9615	2254594.7971
390	1320658.9334	2254594.8931
391	1320658.9053	2254594.9891
392	1320658.8772	2254595.0851
393	1320658.8491	2254595.1810
394	1320658.8209	2254595.2770
395	1320658.7929	2254595.3730
396	1320658.7647	2254595.4690
397	1320658.7366	2254595.5649
398	1320658.7085	2254595.6609
399	1320658.6802	2254595.7569
400	1320658.6521	2254595.8528
401	1320658.6239	2254595.9488
402	1320658.5957	2254596.0448
403	1320658.5676	2254596.1407
404	1320658.5394	2254596.2367
405	1320658.5112	2254596.3326
406	1320658.4831	2254596.4286
407	1320658.4548	2254596.5246
408	1320658.4266	2254596.6205
409	1320658.3985	2254596.7165
410	1320658.3702	2254596.8124
411	1320658.3420	2254596.9084
412	1320658.3138	2254597.0043
413	1320658.2856	2254597.1002
414	1320658.2573	2254597.1962
415	1320658.2291	2254597.2921
416	1320658.2009	2254597.3881
417	1320658.1726	2254597.4840
418	1320658.1443	2254597.5799
419	1320658.1160	2254597.6759
420	1320658.0877	2254597.7718
421	1320658.0595	2254597.8677
422	1320658.0312	2254597.9637
423	1320658.0029	2254598.0596
424	1320657.9747	2254598.1555
425	1320657.9463	2254598.2514
426	1320657.9180	2254598.3474
427	1320657.8897	2254598.4433
428	1320657.8614	2254598.5392
429	1320657.8331	2254598.6351
430	1320657.8048	2254598.7310
431	1320657.7765	2254598.8270
432	1320657.7481	2254598.9229
433	1320657.7198	2254599.0188
434	1320657.6914	2254599.1147
435	1320657.6630	2254599.2106
436	1320657.6347	2254599.3065
437	1320657.6063	2254599.4024
438	1320657.5779	2254599.4983
439	1320657.5496	2254599.5942
440	1320657.5212	2254599.6901
441	1320657.4928	2254599.7860
442	1320657.4645	2254599.8819
443	1320657.4360	2254599.9778
444	1320657.4076	2254600.0737
445	1320657.3792	2254600.1696
446	1320657.3508	2254600.2655
447	1320657.3224	2254600.3614
448	1320657.2940	2254600.4573
449	1320657.2656	2254600.5532
450	1320657.2371	2254600.6491
451	1320657.2087	2254600.7449
452	1320657.1802	2254600.8408
453	1320657.1518	2254600.9367
454	1320657.1233	2254601.0326
455	1320657.0949	2254601.1284
456	1320657.0664	2254601.2243
457	1320657.0379	2254601.3202
458	1320657.0095	2254601.4161
459	1320656.9810	2254601.5119
460	1320656.9525	2254601.6078
461	1320656.9240	2254601.7037
462	1320656.8955	2254601.7996
463	1320656.8670	2254601.8954
464	1320656.8385	2254601.9913
465	1320656.8100	2254602.0872
466	1320656.7815	2254602.1830
467	1320656.7529	2254602.2789
468	1320656.7244	2254602.3747
469	1320656.6959	2254602.4706
470	1320656.6674	2254602.5664
471	1320656.6389	2254602.6623
472	1320656.6103	2254602.7582
473	1320656.5818	2254602.8540
474	1320656.5532	2254602.9499
475	1320656.5247	2254603.0457
476	1320656.4961	2254603.1416
477	1320656.4675	2254603.2374
478	1320656.4389	2254603.3332
479	1320656.4104	2254603.4291
480	1320656.3818	2254603.5249
481	1320656.3532	2254603.6208
482	1320656.3246	2254603.7166
483	1320656.2960	2254603.8124
484	1320656.2674	2254603.9083
485	1320656.2388	2254604.0041
486	1320656.2102	2254604.1000
487	1320656.1815	2254604.1958
488	1320656.1530	2254604.2916
489	1320656.1243	2254604.3875
490	1320656.0957	2254604.4833
491	1320656.0671	2254604.5791
492	1320656.0384	2254604.6749
493	1320656.0098	2254604.7708
494	1320655.9812	2254604.8666
495	1320655.9525	2254604.9624
496	1320655.9238	2254605.0582
497	1320655.8952	2254605.1540
498	1320655.8665	2254605.2499
499	1320655.8378	2254605.3457
500	1320655.8092	2254605.4415
501	1320655.7805	2254605.5373
502	1320655.7518	2254605.6331
503	1320655.7231	2254605.7289
504	1320655.6944	2254605.8247
505	1320655.6658	2254605.9206
506	1320655.6370	2254606.0164
507	1320655.6084	2254606.1122
508	1320655.5796	2254606.2080
509	1320655.5509	2254606.3038
510	1320655.5222	2254606.3996
511	1320655.4935	2254606.4954
512	1320655.4648	2254606.5912
513	1320655.4360	2254606.6870
514	1320655.4073	2254606.7828
515	1320655.3786	2254606.8786
516	1320655.3498	2254606.9744
517	1320655.3211	2254607.0702
518	1320655.2923	2254607.1660
519	1320655.2636	2254607.2617
520	1320655.2348	2254607.3575
521	1320655.2061	2254607.4533
522	1320655.1773	2254607.5491
523	1320655.1485	2254607.6449
524	1320655.1197	2254607.7407
525	1320655.0909	2254607.8365
526	1320655.0622	2254607.9323
527	1320655.0334	2254608.0280
528	1320655.0046	2254608.1238
529	1320654.9758	2254608.2196
530	1320654.9471	2254608.3154
531	1320654.9182	2254608.4112
532	1320654.8894	2254608.5069
533	1320654.8606	2254608.6027
534	1320654.8318	2254608.6985
535	1320654.8030	2254608.7943
536	1320654.7741	2254608.8900
537	1320654.7453	2254608.9858
538	1320654.7165	2254609.0816
539	1320654.6877	2254609.1773
540	1320654.6588	2254609.2731
541	1320654.6301	2254609.3689
542	1320654.6012	2254609.4647
543	1320654.5723	2254609.5604
544	1320654.5435	2254609.6562
545	1320654.5146	2254609.7519
546	1320654.4857	2254609.8477
547	1320654.4569	2254609.9434
548	1320654.4281	2254610.0392
549	1320654.3992	2254610.1350
550	1320654.3703	2254610.2307
551	1320654.3414	2254610.3265
552	1320654.3126	2254610.4222
553	1320654.2837	2254610.5180
554	1320654.2548	2254610.6138
555	1320654.2259	2254610.7095
556	1320654.1971	2254610.8053
557	1320654.1682	2254610.9010
558	1320654.1393	2254610.9967
559	1320654.1103	2254611.0925
560	1320654.0815	2254611.1883
561	1320654.0526	2254611.2840
562	1320654.0236	2254611.3797
563	1320653.9948	2254611.4755
564	1320653.9658	2254611.5712
565	1320653.9369	2254611.6670
566	1320653.9080	2254611.7627
567	1320653.8791	2254611.8585
568	1320653.8502	2254611.9542
569	1320653.8213	2254612.0499
570	1320653.7923	2254612.1457
571	1320653.7633	2254612.2414
572	1320653.7344	2254612.3372
573	1320653.7055	2254612.4329
574	1320653.6765	2254612.5286
575	1320653.6476	2254612.6243
576	1320653.6187	2254612.7201
577	1320653.5897	2254612.8158
578	1320653.5607	2254612.9116
579	1320653.5318	2254613.0073
580	1320653.5028	2254613.1030
581	1320653.4738	2254613.1987
582	1320653.4449	2254613.2945
583	1320653.4159	2254613.3902
584	1320653.3869	2254613.4859
585	1320653.3580	2254613.5816
586	1320653.3290	2254613.6774
587	1320653.3000	2254613.7731
588	1320653.2710	2254613.8688
589	1320653.2421	2254613.9645
590	1320653.2131	2254614.0603
591	1320653.1840	2254614.1560
592	1320653.1550	2254614.2517
593	1320653.1261	2254614.3474
594	1320653.0971	2254614.4431
595	1320653.0680	2254614.5388
596	1320653.0391	2254614.6346
597	1320653.0100	2254614.7303
598	1320652.9810	2254614.8260
599	1320652.9520	2254614.9217
600	1320652.9230	2254615.0174
601	1320652.8940	2254615.1131
602	1320652.8650	2254615.2089
603	1320652.8360	2254615.3046
604	1320652.8070	2254615.4003
605	1320652.7780	2254615.4960
606	1320652.7489	2254615.5917
607	1320652.7199	2254615.6874
608	1320652.6909	2254615.7831
609	1320652.6618	2254615.8788
610	1320652.6328	2254615.9745
611	1320652.6037	2254616.0702
612	1320652.5747	2254616.1660
613	1320652.5457	2254616.2617
614	1320652.5166	2254616.3574
615	1320652.4876	2254616.4531
616	1320652.4585	2254616.5488
617	1320652.4295	2254616.6445
618	1320652.4005	2254616.7402
619	1320652.3714	2254616.8359
620	1320652.3424	2254616.9316
621	1320652.3133	2254617.0273
622	1320652.2842	2254617.1230
623	1320652.2551	2254617.2187
624	1320652.2261	2254617.3144
625	1320652.1971	2254617.4101
626	1320652.1679	2254617.5058
627	1320652.1389	2254617.6015
628	1320652.1098	2254617.6972
629	1320652.0808	2254617.7929
630	1320652.0517	2254617.8886
631	1320652.0227	2254617.9843
632	1320651.9936	2254618.0800
633	1320651.9645	2254618.1756
634	1320651.9354	2254618.2713
635	1320651.9064	2254618.3670
636	1320651.8773	2254618.4627
637	1320651.8482	2254618.5584
638	1320651.8191	2254618.6541
639	1320651.7900	2254618.7498
640	1320651.7609	2254618.8455
641	1320651.7318	2254618.9412
642	1320651.7027	2254619.0369
643	1320651.6736	2254619.1326
644	1320651.6445	2254619.2282
645	1320651.6154	2254619.3239
646	1320651.5864	2254619.4196
647	1320651.5573	2254619.5153
648	1320651.5282	2254619.6110
649	1320651.4991	2254619.7067
650	1320651.4700	2254619.8024
651	1320651.4409	2254619.8981
652	1320651.4118	2254619.9938
653	1320651.3827	2254620.0895
654	1320651.3536	2254620.1851
655	1320651.3245	2254620.2808
656	1320651.2954	2254620.3765
657	1320651.2663	2254620.4722
658	1320651.2372	2254620.5679
659	1320651.2081	2254620.6636
660	1320651.1790	2254620.7592
661	1320651.1498	2254620.8549
662	1320651.1208	2254620.9506
663	1320651.0917	2254621.0463
664	1320651.0625	2254621.1420
665	1320651.0335	2254621.2377
666	1320651.0043	2254621.3333
667	1320650.9752	2254621.4290
668	1320650.9461	2254621.5247
669	1320650.9170	2254621.6204
670	1320650.8879	2254621.7161
671	1320650.8588	2254621.8118
672	1320650.8297	2254621.9074
673	1320650.8006	2254622.0031
674	1320650.7715	2254622.0988
675	1320650.7423	2254622.1945
676	1320650.7132	2254622.2902
677	1320650.6841	2254622.3858
678	1320650.6549	2254622.4815
679	1320650.6258	2254622.5772
680	1320650.5968	2254622.6729
681	1320650.5676	2254622.7686
682	1320650.5385	2254622.8642
683	1320650.5094	2254622.9599
684	1320650.4803	2254623.0556
685	1320650.4511	2254623.1513
686	1320650.4220	2254623.2470
687	1320650.3930	2254623.3427
688	1320650.3638	2254623.4383
689	1320650.3347	2254623.5340
0	1320650.3347	2254623.5340
